"id";"review";"polarity";"aspect";"start_position";"end_position"
2264;"Quartos , serviços e pessoal de primeira qualidaade e profissionalismo.  Desde o bell boy ao diretor-geral.  Uma menção especial para a Srta. Monica Reis competentíssima profissional, sempre presente para atender em todas as solicitações.  Recomendo para todoas as pessoas de bom gosto e exigentes com todos os serviços que um hotel pode lhe fornecer.";1;"hotel";327;332
2265;"O melhor do Marriot Marquis é definitivamente a sua localização. No coração da Times Square, é perfeito pra quem gosta de ficar passeando até tarde (a Broadway fica lotada até umas duas da mafrugada). Também fica perto da 5a. avenida e do central park. O quarto é bem espaçoso e acomoda 4 pessoas sem problemas (inclusive com bastante malas). Recomendo.";1;"quarto";255;261
2266;"Estive a negócio para visitar 6 dias de uma feira de maquinas para concreto. Adivinhe, só fui 2 vezes. O Wynn-Encore não me deixava sair, era impossível. Tudo novo e de bom. Suites, cassinos, bares, restaurantes, shows, lojas, funcionários, etc, etc..., é um luxo só.  Já estou preparando meu retorno, em breve. Para mim é o melhor de Las Vegas. Elvio.  Room Tip: Neste hotel todos são bons. Os de nºs pares tem vista um pouco melhor. Na hora de escolher tem para...";1;"lojas";220;225
2267;"O hotel fica ao lado da Korea Town, uma rua bem tranqüila com uma praça em frente e a Macys do outro lado, na rua 33 existe uma delegacia de policia o que torna a região bem segura mesmo a noite. A saída do metro é praticamente na porta do hotel (uns 10 metros da entrada). Existem vários locais para tomar Café ao lado do Hotel. Está a uma estação do Times Square e uma rua do Empire State. Quartos amplos e confortáveis.";1;"quarto";392;398
2268;"Muito mais do que um hotel 3 estrelas. Café da manhã delicioso, hotel pequeno e aconchegante. O aquecimento do quarto funcionou muito bem no período em que estivemos hospedados, com temperaturas muito amenas. O banheiro possui uma banheira muito bacana. A localização é o ponto alto deste hotel. Próximo aos jardins de luxembourg, Notre Dame e Pantheon. Bairro boêmio com muitos bares e restaurantes abertos até tarde. Atendimento muito cordial.";1;"localização";256;267
2269;"Estive neste hotel em Dezembro, altura de bastante frio. O aquecimento do quarto era insuficiente e a roupa na cama era pouca, na 1ª noite passamos frio. O hotel em termos de apresentação é fraco, já velho. A localização é boa! A rua tem optimos restaurantes, lojas de roupa e está perto da estação de metro.";1;"localização";209;220
2270;"Queríamos fazer uma viagem econômica, porém confortável.  Uma viagem curta que durou apenas uma semana.  Escolhemos o hotel pela internet.  Reservamos, chegamos e encontramos tudo certo como combinamos.  O hotel tem ótima localização,é limpo, bastante silencioso, muito charmoso.  A decoração é de bom gosto.  Qualquer locomoção é fácil, há orientação clara do hotel e os empregados  são muito prestativos e gentis.";1;"localização";222;233
2271;"O hotel é bom, limpo, bem localizado, mas faltam algumas coisas. Não tem frigobar no quarto, nem microondas. A internet é por cabo (o que não conecta celular nem IPAD). Os quartos são limpos, a cama é boa, quarto com bom espaço, o banheiro podia ter uma manutenção melhor,o chuveiro ficava um bom tempo pingando e as toalhas eram velhas e tinham cheiro estranho. No geral bom hotel, ficaria perfeito se melhorassem esses pontos!";-1;"frigobar";73;81
2272;"A localização do hotel é muito boa, pois dá pra conhecer os pontos turísticos a pé. Apesar de estar no centrão de Paris, a área do hotel é segura, com bares, restaurantes, shopping e metrô por perto.  Os funcionários são muito atenciosos. A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.";0;"banheira";380;388
2273;"o hotel é perfeito. excelente recepçao, excelente quarto (banheiro grande). O hotel fica em uma rua bem movimentada, com várias bares e cafés. O café da manha do hotel é bem caro, 19 euros. Nao vale a pena, porque na frente do mesmo há umsa 3 cafeterias que servem excelentes cafés da manha por preços muito mais acessíveis.  Alem disso, o hotel fica em frente a uma estaçao de metro, ou seja, você vai para qualquer canto de paris rapidamente.";1;"quarto";50;56
2274;"Hotel 4 estrelas bem confortavel proximo a Champs Elysees e a duas quadras da estação de metro e a otimos restaurantes,raramente tive que recorrer a taxi para visitar pontos turisticos. O quarto com decoração classica nos agradou bastante. Staffs atenciosos sempre dispostos a atender qualquer solicitação. Recomendo!!";1;"hotel";0;5
2275;"Hotel muito ruim. Apesar de barato, mesmo assim não vale a pena, nem para pernoitar para o dia seguinte, pois não dá para descansar, visto que o barulho da rua chegava todo no meu quarto, Só vale mesmo pelo transfer gratis";0;"rua";156;159
2276;"Excelente hotel, quartos amplos , limpos e bem conservados..Tranquilo, foge daquela confusão, dos hotéis casinos da Strip...Ao invés de andar quilômetros, do estacionamento, passando pelo Casino para pegar o elevador, você estaciona quase na porta do quarto... O casino e pequeno, mas bem aparelhado, os restaurantes são ótimos e com bons preços. Recomendo..Excelente custo beneficio!";1;"estacionamento";158;172
2277;"O hotel não decepciona, pois seu conceito é de praticidade.   Valeu o preço cobrado. Peca pela localização distante dos pontos turisticos da cidade. Mas tem fácil acesso de metrô. O quarto de não fumante tinha cheiro de cigarro e marcas de queimaduras espalhadas pelo banheiro.   Seu ponto forte é o tamanho do quarto (o que em Paris vale ouro) e o preço!!!";1;"preço";70;75
2278;"Pelo que li aqui, parecia que o hotel era uma casa dos horrores, mas não. Ele tem um preço razoável (180 reais, quarto para casal), o quarto era espaçoso, limpo e novo. Cama confortável, ar condicionado funcionando a todo vapor (fomos em POA em dias de muuuuuuito calor). O banheiro também (acho que devem ter reformado) é espaçoso e limpo. O café da manhã é bom, mas apesar de ser servido até as 10 horas, se você chegar as nove e meia, metade das coisas já acabaram e não houve reposição. O que é péssimo para um hotel: nove e meia já não tem mais ovos mexidos e frutas, por exemplo (aconteceu nos 3 dias que estivemos hospedados lá - o que diminui a possibilidade de ter sido coincidência). Foram atenciosos na recepção, porém na hora de pagar a conta, nos cobraram diárias a mais pelo estacionamento do carro, sendo que o carro ficou estacionado apenas um dia (e a moça da recepção não sabia fazer o extorno no cartão de crédito - que dor de cabeça!). Aliás, eles cobram estacionamento e nem se prontificaram a avisar. Isso nos chateou muito, pois não fomos informados sobre absolutamente nada. Outra coisa, certa noite pedimos um táxi na recepção do hotel e o taxista cobrou uma taxa extra de deslocamento. O hotel não nos informou sobre isso. Só depois que falamos lá na recepção, eles disseram que os taxistas não cobram taxa de deslocamento e que fomos enganados. Achamos que faltou muita comunicação com os clientes por parte da recepção. Deveriam ter nos avisado da taxa do estacionamento e do táxi. Além do que, eles que chamaram o táxi, acreditamos que poderíamos confiar no táxi que o hotel ofereceu. Se não podemos confiar no que o hotel indica para a gente, estamos perdidos, né? Em relação a localização, fica no centro. E centro, a noite e nos finais de semana, é estranho em todo lugar do mundo. Mas fica perto de um shopping e de pontos de ônibus";0;"casal";124;129
2279;"Otimo hotel para quem deseja apenas um local para descansar. O hotel fica localizado proximo as estacoes de metro Jardes e Lumiere / facil acesso para qualquer local. O quarto e pequeno e limpo. Rua tranquila, sem muito barulho. O cafe da manha e cobrado a parte, mas muito simples. Tem varios cafes e restaurantes proximos a ele. Internet gratis.";1;"internet";331;339
2280;"É uma otima opção para quem deseja uma injeção de puro rock de todos os tipos, cassino, vários restaurantes, lojas de roupas e espaço para vários shows! No hall de entrada tem várias peças de roupas de vários artistas ligados ao rock e nao se assuste se encontrar uma dançarina de cabeça para baixo no mastro no meio do cassino que fica logo na entrada para os quartos... música 24horas. Um show de fiel segmentação! Custoxbenefício perfeito!";0;"lojas";109;114
2281;"Os quartos são menores, quando comparados aos dessa rede. Mas mantém a mesma qualidade em termos de roupagem, camas, café da manhã, atendimento dos funcionários etc... A localização é ótima, perto de times square, dos teatros, metrô, tours etc... O custo é mais alto, mas comparado aos outros hotéis de NY, acho que vale a pena.";1;"cama";110;114
2282;"Essa foi minha segunda vez no Ibis Bastille. Excelente localização. Wi-Fi internet. Segurança. Fiquei no sétimo andar e achei o chuveiro com pouca pressão de água. E o quarto de frente para o elevador tem barulho da máquina do elevador. A vista do sétimo andar de frente é excelente. Dá até para ver a estátua da Bastilha. Voltarei a este hotel.";1;"localização";55;66
2283;"Me hospedei de 27 de janeiro a 1 de fevereiro,gostei muito do hotel,sua localização é fantástica,o quarto muito bom,estrutura do hotel excelente, vale ressaltar que o restaurante do hotel é INCRÍVEL chamado The View, vale muito a pena, único em Nova York que oferece vista panorâmica a toda cidade.O único contra é o serviço do bell man que praticamente o obriga a lhe dar gorjeta.O hotel esta RECOMENDADO muito bom.";1;"localização";72;83
2284;"O hotel é localizado em um ponto bem tranquilo de Paris, bem próximo da Torre Eiffel, Arco do Triunfo e dos Jardins du Trocadéro. O atendimento do hotel é bastante educado e prestativo, e atendeu a todas as nossas demandas. O hotel é confortável, entretanto achei o quarto um pouco pequeno. O café da manhã é simples, sem grandes opções mas satisfatório.";-1;"quarto";266;272
2285;"De bom o hotel só tem a localização que é perto do aeroporto.Não possui elevador e os quartos são virados para uma avenida supermovimentado e também para a linha de metrô. O barulho é ensurdecedor. O quarto não tem um piso adequado para o frio, tampouco as paredes do quarto. O lençol é fino demais e estava rasgado, o coberto fedia a mofo e o banheiro é hipergelado e pequeno. O ar condicionado/aquecedor era velho e não funcionava direito. O estacionamento é fora do hotel e cobrado a parte. O wi-fi é péssimo e só funcionava no lobby do hotel.";-1;"hotel";9;14
2286;"O melhor do Marriot Marquis é definitivamente a sua localização. No coração da Times Square, é perfeito pra quem gosta de ficar passeando até tarde (a Broadway fica lotada até umas duas da mafrugada). Também fica perto da 5a. avenida e do central park. O quarto é bem espaçoso e acomoda 4 pessoas sem problemas (inclusive com bastante malas). Recomendo.";1;"localização";52;63
2287;"Hotel muito ruim. Apesar de barato, mesmo assim não vale a pena, nem para pernoitar para o dia seguinte, pois não dá para descansar, visto que o barulho da rua chegava todo no meu quarto, Só vale mesmo pelo transfer gratis";-1;"quarto";180;186
2288;"Quarto bom.Limpo. Free Wi-Fi. Bem equipado com friforifico, microondas e máquina de café. Localização excelente, ao lado do rockefeller center a 100 ,metros da 5th Avenue! Staff simpático. Disponibilizam computadores e impressoras para imprimir os Boarding pass. Outro promenor muito importante :cada andar tinha garrafas de plastico e uma máquina de água para encher as garrafas.  Optima relação preço qualidade.";1;"quarto";0;6
